"","Date","OnDeckBatter","OPS+","ROB","LI","Result"
"458","2023-06-04","Harold Castro",95,"1--","2.88","SO"
"459","2023-06-05","Alex Verdugo",102,"---","0.48","1B"
"460","2023-06-04","Cal Raleigh",122,"---","0.4","SO"
"461","2023-06-04","Ha-Seong Kim",105,"1--","0.33","Out"
"462","2023-06-05","Akil Baddoo",63,"1--","0.69","FC"
"463","2023-06-05","Kyle Tucker",129,"---","0.13","SO"
"464","2023-06-05","Bryan De La Cruz",102,"-2-","1.15","1B"
"465","2023-06-06","Stuart Fairchild",118,"1-3","1.47","Out"
"466","2023-06-06","Edward Olivares",110,"---","0.87","SO"
"467","2023-06-06","Jeff McNeil",140,"1--","0.92","HR"
"468","2023-06-06","Alec Burleson",54,"---","0.66","HR"
"469","2023-06-06","Jake Cronenworth",109,"1--","1.16","BB"
"470","2023-06-06","Austin Hedges",42,"1--","1.57","1B"
"471","2023-06-07","Miles Mastrobuoni",26,"1--","1.5","Out"
"472","2023-06-07","Jurickson Profar",109,"123","1.99","2B"
"473","2023-06-07","Brett Baty",67,"-2-","1.3","HR"
"474","2023-06-07","Will Brennan",159,"---","0.22","SO"
"475","2023-06-07","Bryan Reynolds",127,"12-","0.99","Out"
"476","2023-06-07","Brandon Belt",93,"---","1.19","1B"
"477","2023-06-07","Brendan Donovan",124,"1--","1.02","SO"
"478","2023-06-08","Brett Baty",67,"1--","1.12","BB"
"479","2023-06-07","Jake McCarthy",117,"---","0.9","Out"
"480","2023-06-08","Michael Harris II",133,"---","1.14","Out"
"481","2023-06-08","Jurickson Profar",109,"---","0.35","Out"
"482","2023-06-08","Manuel Margot",104,"---","0.41","Out"
"483","2023-06-08","Whit Merrifield",90,"-23","2.66","1B"
"484","2023-06-09","Luis Rengifo",102,"1--","0.81","Out"
"485","2023-06-09","Eddie Rosario",62,"-2-","1.15","BB"
"486","2023-06-09","Andrew Benintendi",120,"-2-","1.07","1B"
"487","2023-06-09","Corbin Carroll",132,"123","1.86","BB"
"488","2023-06-09","Mike Zunino",43,"12-","2.56","Out"
"489","2023-06-09","Charlie Blackmon",96,"-2-","0.64","1B"
"490","2023-06-09","Tommy Edman",107,"1--","0.17","Out"
"491","2023-06-09","Anthony Rizzo",130,"1--","1.42","SO"
"492","2023-06-09","Jack Suwinski",99,"---","0","HR"
"493","2023-06-09","Mark Vientos",58,"-2-","1.19","BB"
"494","2023-06-09","George Springer",132,"---","2.25","HBP"
"495","2023-06-10","Anthony Santander",120,"---","0.62","BB"
"496","2023-06-10","Lourdes Gurriel Jr.",114,"---","0.62","Out"
"497","2023-06-10","Rafael Devers",141,"1--","1.16","Out"
"498","2023-06-10","Shea Langeliers",99,"1-3","2.44","Out"
"499","2023-06-10","Pavin Smith",89,"---","0.69","Out"
"500","2023-06-11","Alex Call",115,"---","0.23","Out"
"501","2023-06-10","Ryan Jeffers",85,"---","0.42","SO"
"502","2023-06-10","Travis Jankowski",33,"---","0.19","SO"
"503","2023-06-10","Bo Bichette",128,"---","0.8","Out"
"504","2023-06-11","Mark Vientos",58,"12-","1.69","Out"
"505","2023-06-11","Brent Rooker",11,"12-","2.41","HR"
"506","2023-06-12","Justin Turner",120,"1--","1.38","1B"
"507","2023-06-12","Sean Murphy",122,"1--","1.15","Out"
"508","2023-06-11","Vladimir Guerrero Jr.",133,"1--","1.24","SO"
"509","2023-06-12","Ezequiel Duran",81,"12-","1.99","SO"
"510","2023-06-12","Will Benson",33,"1-3","2.72","SO"
"511","2023-06-12","Austin Riley",140,"1--","0.25","1B"
"512","2023-06-12","Ronald Acuna Jr.",112,"---","0.25","HR"
"513","2023-06-13","Nolan Jones",96,"--3","2.53","Out"
"514","2023-06-13","Gunnar Henderson",126,"1--","0.05","Out"
"515","2023-06-13","Triston Casas",113,"---","1.56","2B"
"516","2023-06-13","Paul Goldschmidt",177,"---","0.15","Out"
"517","2023-06-13","Josh Bell",127,"1--","1.17","1B"
"518","2023-06-13","Thairo Estrada",105,"---","0.03","SO"
"519","2023-06-14","Yan Gomes",72,"---","0.97","Out"
"520","2023-06-14","Nolan Jones",96,"-2-","1.94","Out"
"521","2023-06-14","Emmanuel Rivera",97,"---","1.41","2B"
"522","2023-06-14","Lane Thomas",102,"--3","0.89","Out"
"523","2023-06-14","Yasmani Grandal",64,"---","0.72","Out"
"524","2023-06-14","Kevin Newman",95,"-2-","0.98","Out"
"525","2023-06-14","J.D. Martinez",117,"1-3","1.11","BB"
"526","2023-06-15","Pavin Smith",89,"1--","2.18","Out"
"527","2023-06-15","Jurickson Profar",109,"---","0.47","BB"
"528","2023-06-14","Michael Harris II",133,"-2-","0.2","Out"
"529","2023-06-15","Spencer Torkelson",74,"---","1.13","SO"
"530","2023-06-15","Tucker Barnhart",61,"1--","0.84","1B"
"531","2023-06-15","Yasmani Grandal",64,"---","1.02","Out"
"532","2023-06-15","Jake Burger",113,"---","0.38","HR"
"533","2023-06-16","Triston Casas",113,"1--","0.03","Out"
"534","2023-06-16","Nick Madrigal",66,"1--","0.48","BB"
"535","2023-06-16","Connor Wong",63,"12-","1.4","Out"
"536","2023-06-16","Will Smith",124,"1--","1.3","Out"
"537","2023-06-16","Joc Pederson",146,"---","0.39","1B"
"538","2023-06-16","Nolan Arenado",151,"---","0.16","SO"
"539","2023-06-16","Spencer Torkelson",74,"---","0.21","Out"
"540","2023-06-17","Ezequiel Tovar",58,"-23","0.13","SO"
"541","2023-06-17","TJ Friedl",104,"--3","1.45","Out"
"542","2023-06-16","Alejandro Kirk",127,"---","0.81","RoE"
"543","2023-06-17","Cody Bellinger",81,"---","0.44","BB"
"544","2023-06-17","Manny Machado",157,"---","0.72","SO"
"545","2023-06-17","Drew Waters",124,"1--","0.31","BB"
"546","2023-06-17","Daniel Vogelbach",126,"1--","1.63","Out"
"547","2023-06-17","Kevin Kiermaier",88,"---","1.27","Out"
"548","2023-06-18","Myles Straw",65,"1--","1.1","SO"
"549","2023-06-17","Nathaniel Lowe",139,"---","0.46","Out"
"550","2023-06-18","Ronald Acuna Jr.",112,"---","0","1B"
"551","2023-06-18","Joshua Palacios",45,"---","0.7","Out"
"552","2023-06-18","Will Smith",124,"---","0.89","2B"
"553","2023-06-18","Will Smith",124,"---","0.28","SO"
"554","2023-06-18","Giancarlo Stanton",112,"---","0.15","Out"
"555","2023-06-18","Wander Franco",116,"1--","1.39","Out"
"556","2023-06-18","Billy McKinney",-2,"---","0.79","BB"
"557","2023-06-18","Tony Kemp",90,"---","0.93","1B"
"558","2023-06-19","Ketel Marte",105,"1--","0.11","BB"
"559","2023-06-19","Alex Verdugo",102,"-23","2.02","2B"
"560","2023-06-19","Ryan McMahon",98,"---","1.25","1B"
"561","2023-06-20","Jake Fraley",121,"---","0.49","HR"
"562","2023-06-19","Willson Contreras",126,"---","0.88","Out"
"563","2023-06-20","Hunter Renfroe",124,"---","0.53","1B"
"564","2023-06-20","Tyler Freeman",76,"-2-","2.58","IBB"
"565","2023-06-20","TJ Friedl",104,"---","0.1","Out"
"566","2023-06-20","Amed Rosario",106,"---","0.97","Out"
"567","2023-06-20","Rafael Devers",141,"---","0.35","HBP"
"568","2023-06-20","Trent Grisham",81,"---","0.52","1B"
"569","2023-06-21","Chad Wallach",38,"---","1.35","SO"
"570","2023-06-20","Ha-Seong Kim",105,"1--","1.41","Out"
"571","2023-06-20","Ronald Acuna Jr.",112,"---","0.57","1B"
"572","2023-06-21","Alex Kirilloff",86,"---","0.99","2B"
"573","2023-06-21","Nolan Gorman",104,"12-","3.35","Out"
"574","2023-06-21","Rodolfo Castro",103,"12-","1.12","BB"
"575","2023-06-21","Wander Franco",116,"12-","0.07","1B"
"576","2023-06-22","Jace Peterson",97,"---","1.04","SO"
"577","2023-06-21","Justin Turner",120,"---","0.73","Out"
"578","2023-06-22","Justin Turner",120,"---","0.06","SO"
"579","2023-06-22","Bryce Harper",146,"1--","1.15","Out"
"580","2023-06-22","Kyle Higashioka",83,"1--","0.01","Out"
"581","2023-06-23","Ryan McKenna",83,"---","0.12","Out"
"582","2023-06-23","Connor Wong",63,"---","0.5","SO"
"583","2023-06-23","Tim Anderson",109,"1--","1.37","Out"
"584","2023-06-23","Keibert Ruiz",94,"---","0.51","2B"
"585","2023-06-23","Corey Seager",117,"---","0.87","Out"
"586","2023-06-23","Taylor Walls",62,"---","1.07","Out"
"587","2023-06-23","Freddie Freeman",156,"-2-","1.15","Out"
"588","2023-06-24","Spencer Steer",74,"---","0.55","BB"
"589","2023-06-24","Eddie Rosario",62,"---","0.3","Out"
"590","2023-06-24","David Fletcher",76,"1--","0","HR"
"591","2023-06-24","Tommy Pham",89,"1--","1.05","Out"
"592","2023-06-24","Jack Suwinski",99,"---","0.62","BB"
"593","2023-06-24","J.D. Martinez",117,"1--","3.06","BB"
"594","2023-06-24","Jorge Soler",95,"1--","1.85","HR"
"595","2023-06-24","Dansby Swanson",114,"--3","0.03","SO"
"596","2023-06-25","Rowdy Tellez",113,"-2-","1.17","Out"
"597","2023-06-25","Hunter Renfroe",124,"1-3","2.44","Out"
"598","2023-06-25","Royce Lewis",143,"12-","4.46","Out"
"599","2023-06-25","Nolan Jones",96,"---","0.86","BB"
"600","2023-06-25","Lars Nootbaar",124,"12-","2.28","1B"
"601","2023-06-25","Cavan Biggio",93,"---","0.15","Out"
"602","2023-06-25","Nick Pratto",84,"---","0.72","SO"
"603","2023-06-26","Matt Vierling",84,"---","0.99","Out"
"604","2023-06-27","Ozzie Albies",93,"---","0.27","HR"
"605","2023-06-26","J.P. Crawford",100,"1--","0.9","Out"
"606","2023-06-27","Joey Gallo",79,"---","0.15","1B"
"607","2023-06-27","MJ Melendez",99,"---","0.62","Out"
"608","2023-06-27","Ryan McMahon",98,"---","0.58","Out"
"609","2023-06-27","Ian Happ",117,"12-","1.64","SO"
"610","2023-06-27","Andrew McCutchen",97,"1--","0.08","Out"
"611","2023-06-27","Xander Bogaerts",131,"1--","1.6","Out"
"612","2023-06-27","Yainer Diaz",36,"1--","1.05","Out"
"613","2023-06-27","Corey Seager",117,"---","1.05","Out"
"614","2023-06-28","Edward Olivares",110,"---","0.77","Out"
"615","2023-06-28","Nick Castellanos",96,"1--","0.65","1B"
"616","2023-06-28","Ezequiel Tovar",58,"---","0.49","Out"
"617","2023-06-28","Myles Straw",65,"---","0","Out"
"618","2023-06-28","Carlos Santana",100,"---","0.4","1B"
"619","2023-06-28","Harrison Bader",85,"---","0.03","BB"
"620","2023-06-28","Rowdy Tellez",113,"---","0.87","1B"
"621","2023-06-29","Luke Raley",73,"---","0.11","Out"
"622","2023-06-29","Andrew Vaughn",111,"123","2.62","1B"
"623","2023-06-29","C.J. Cron",108,"-23","1.66","1B"
"624","2023-06-29","Kody Clemens",43,"---","0.39","Out"
"625","2023-06-29","J.D. Davis",116,"1--","1.15","BB"
"626","2023-06-29","Thairo Estrada",105,"---","0.87","SO"
"627","2023-06-29","Joc Pederson",146,"---","0.62","HBP"
"628","2023-06-30","Carlos Correa",138,"---","0.02","SO"
"629","2023-06-30","Garrett Cooper",112,"---","0","Out"
"630","2023-06-30","Alex Kirilloff",86,"---","0.01","2B"
"631","2023-06-21","Alex Kirilloff",86,"---","0.99","2B"
"632","2023-06-21","Nolan Gorman",104,"12-","3.35","Out"
"633","2023-06-21","Rodolfo Castro",103,"12-","1.12","BB"
"634","2023-06-21","Wander Franco",116,"12-","0.07","1B"
"635","2023-06-22","Jace Peterson",97,"---","1.04","SO"
"636","2023-06-21","Justin Turner",120,"---","0.73","Out"
"637","2023-06-22","Justin Turner",120,"---","0.06","SO"
"638","2023-06-22","Bryce Harper",146,"1--","1.15","Out"
"639","2023-06-22","Kyle Higashioka",83,"1--","0.01","Out"
"640","2023-06-23","Ryan McKenna",83,"---","0.12","Out"
"641","2023-06-23","Connor Wong",63,"---","0.5","SO"
"642","2023-06-23","Tim Anderson",109,"1--","1.37","Out"
"643","2023-06-23","Keibert Ruiz",94,"---","0.51","2B"
"644","2023-06-23","Corey Seager",117,"---","0.87","Out"
"645","2023-06-23","Taylor Walls",62,"---","1.07","Out"
"646","2023-06-23","Freddie Freeman",156,"-2-","1.15","Out"
"647","2023-06-24","Spencer Steer",74,"---","0.55","BB"
"648","2023-06-24","Eddie Rosario",62,"---","0.3","Out"
"649","2023-06-24","David Fletcher",76,"1--","0","HR"
"650","2023-06-24","Tommy Pham",89,"1--","1.05","Out"
"651","2023-06-24","Jack Suwinski",99,"---","0.62","BB"
"652","2023-06-24","J.D. Martinez",117,"1--","3.06","BB"
"653","2023-06-24","Jorge Soler",95,"1--","1.85","HR"
"654","2023-06-24","Dansby Swanson",114,"--3","0.03","SO"
"655","2023-06-25","Rowdy Tellez",113,"-2-","1.17","Out"
"656","2023-06-25","Hunter Renfroe",124,"1-3","2.44","Out"
"657","2023-06-25","Royce Lewis",143,"12-","4.46","Out"
"658","2023-06-25","Nolan Jones",96,"---","0.86","BB"
"659","2023-06-25","Lars Nootbaar",124,"12-","2.28","1B"
"660","2023-06-25","Cavan Biggio",93,"---","0.15","Out"
"661","2023-06-25","Nick Pratto",84,"---","0.72","SO"
"662","2023-06-26","Matt Vierling",84,"---","0.99","Out"
"663","2023-06-27","Ozzie Albies",93,"---","0.27","HR"
"664","2023-06-26","J.P. Crawford",100,"1--","0.9","Out"
"665","2023-06-27","Joey Gallo",79,"---","0.15","1B"
"666","2023-06-27","MJ Melendez",99,"---","0.62","Out"
"667","2023-06-27","Ryan McMahon",98,"---","0.58","Out"
"668","2023-06-27","Ian Happ",117,"12-","1.64","SO"
"669","2023-06-27","Andrew McCutchen",97,"1--","0.08","Out"
"670","2023-06-27","Xander Bogaerts",131,"1--","1.6","Out"
"671","2023-06-27","Yainer Diaz",36,"1--","1.05","Out"
"672","2023-06-27","Corey Seager",117,"---","1.05","Out"
"673","2023-06-28","Edward Olivares",110,"---","0.77","Out"
"674","2023-06-28","Nick Castellanos",96,"1--","0.65","1B"
"675","2023-06-28","Ezequiel Tovar",58,"---","0.49","Out"
"676","2023-06-28","Myles Straw",65,"---","0","Out"
"677","2023-06-28","Carlos Santana",100,"---","0.4","1B"
"678","2023-06-28","Harrison Bader",85,"---","0.03","BB"
"679","2023-06-28","Rowdy Tellez",113,"---","0.87","1B"
"680","2023-06-29","Luke Raley",73,"---","0.11","Out"
"681","2023-06-29","Andrew Vaughn",111,"123","2.62","1B"
"682","2023-06-29","C.J. Cron",108,"-23","1.66","1B"
"683","2023-06-29","Kody Clemens",43,"---","0.39","Out"
"684","2023-06-29","J.D. Davis",116,"1--","1.15","BB"
"685","2023-06-29","Thairo Estrada",105,"---","0.87","SO"
"686","2023-06-29","Joc Pederson",146,"---","0.62","HBP"
"687","2023-06-30","Carlos Correa",138,"---","0.02","SO"
"688","2023-06-30","Garrett Cooper",112,"---","0","Out"
"689","2023-06-30","Alex Kirilloff",86,"---","0.01","2B"
"690","2023-06-30","Keibert Ruiz",94,"---","0.49","Out"
"691","2023-06-30","Alex Bregman",134,"---","0.72","SO"
"692","2023-06-30","Yasmani Grandal",64,"---","0.32","2B"
"693","2023-07-01","Trent Grisham",81,"---","0.24","HBP"
"694","2023-07-01","Will Brennan",159,"---","0.04","SO"
"695","2023-07-01","Joey Wendle",85,"---","0.28","Out"
"696","2023-07-01","C.J. Cron",108,"-2-","1.26","Out"
"697","2023-07-01","Ezequiel Duran",81,"---","0.67","2B"
"698","2023-07-01","James Outman",289,"---","1.24","Out"
"699","2023-07-01","Ty France",125,"---","0.28","Out"
"700","2023-07-01","Raimel Tapia",92,"---","0.08","2B"
"701","2023-07-01","DJ LeMahieu",110,"---","1","Out"
"702","2023-07-01","Alec Burleson",54,"12-","2.93","Out"
"703","2023-07-02","Evan Longoria",116,"---","0.87","SO"
"704","2023-07-01","Jarren Duran",78,"---","0.13","2B"
"705","2023-07-02","Wilmer Flores",101,"---","0.87","BB"
"706","2023-07-02","Josh Bell",127,"---","0.72","RoE"
"707","2023-07-03","Ronald Acuna Jr.",112,"---","0.35","HR"
"708","2023-07-02","Manuel Margot",104,"1--","2.04","Out"
"709","2023-07-02","Rafael Devers",141,"-2-","1.63","Out"
"710","2023-07-02","Stone Garrett",135,"---","0.92","1B"
"711","2023-07-03","Bryan De La Cruz",102,"---","0.41","Out"
"712","2023-07-03","Víctor Caratini",82,"-2-","2.24","BB"
"713","2023-07-04","Marcell Ozuna",88,"---","1.32","Out"
"714","2023-07-04","Raimel Tapia",92,"1--","2.65","Out"
"715","2023-07-04","Jack Suwinski",99,"---","0.43","SO"
"716","2023-07-04","Seiya Suzuki",113,"1--","0.79","Out"
"717","2023-07-04","Jake Meyers",67,"1--","0.79","Out"
"718","2023-07-04","Nick Pratto",84,"1--","1.21","HR"
"719","2023-07-04","Austin Riley",140,"---","2.87","HR"
"720","2023-07-04","Dylan Carlson",99,"---","0.26","HBP"
"721","2023-07-04","Manny Machado",157,"--3","1.39","SO"
"722","2023-07-04","Jarred Kelenic",55,"1-3","0.9","1B"
"723","2023-07-04","Eduardo Escobar",106,"1--","0.04","3B"
"724","2023-07-05","Michael Harris II",133,"---","0.24","1B"
"725","2023-07-05","Esteury Ruiz",29,"---","0.26","Out"
"726","2023-07-05","JJ Bleday",66,"---","0.35","HR"
"727","2023-07-05","Dominic Smith",62,"-23","0.59","Out"
"728","2023-07-05","Kyle Isbel",70,"---","0.62","SO"
"729","2023-07-06","Jonah Heim",96,"1--","1.11","2B"
"730","2023-07-06","Chas McCormick",111,"---","0.65","Out"
"731","2023-07-06","Jordan Diaz",83,"---","0.92","SO"
"732","2023-07-06","Jose Trevino",89,"---","0.02","Out"
"733","2023-07-06","Nico Hoerner",105,"---","1.73","Out"
"734","2023-07-06","Bryson Stott",85,"12-","1.62","SO"
"735","2023-07-07","Christian Walker",125,"-2-","0.25","BB"
"736","2023-07-07","Jace Peterson",97,"---","0.2","SO"
"737","2023-07-07","Ty France",125,"---","0.01","Out"
"738","2023-07-07","Bo Bichette",128,"12-","0.19","Out"
"739","2023-03-30","Alex Verdugo",102,"---","1","BB"
"740","2023-03-30","Yasmani Grandal",64,"---","0.98","Out"
"741","2023-03-30","Miguel Rojas",71,"---","1.05","BB"
"742","2023-07-08","Paul Goldschmidt",177,"1--","0.6","Out"
"743","2023-07-08","Lourdes Gurriel Jr.",114,"12-","2.96","Out"
"744","2023-07-08","Gabriel Moreno",112,"---","0.87","Out"
"745","2023-07-08","David Fletcher",76,"---","0.02","2B"
"746","2023-07-08","Jurickson Profar",109,"---","0.42","HR"
"747","2023-07-08","Matt Thaiss",83,"1--","0.22","SO"
"748","2023-07-08","Ronald Acuna Jr.",112,"---","0.14","SO"
"749","2023-07-09","Corbin Carroll",132,"1--","1.41","SO"
"750","2023-07-09","Elvis Andrus",104,"---","0.64","SO"
"751","2023-07-09","Christian Walker",125,"--3","4.07","Out"
"752","2023-07-09","Trea Turner",124,"1--","1.29","SO"
"753","2023-07-09","Brian Anderson",86,"1--","1.12","SO"
"754","2023-07-09","Byron Buxton",133,"---","0","HR"
"755","2023-07-09","Robbie Grossman",78,"12-","2.74","Out"
"756","2023-07-14","Cody Bellinger",81,"---","0.74","Out"
"757","2023-07-09","Lane Thomas",102,"1--","1.11","1B"
"758","2023-07-14","Christian Yelich",109,"---","0.73","BB"
"759","2023-07-14","Trea Turner",124,"---","0.88","2B"
"760","2023-07-14","Randal Grichuk",93,"-2-","1.08","SO"
"761","2023-07-14","Carlos Correa",138,"-23","2.48","Out"
"762","2023-07-15","Joey Wendle",85,"---","0.49","3B"
"763","2023-07-15","Taylor Ward",134,"---","0.97","HR"
"764","2023-07-15","Patrick Wisdom",100,"1--","1.56","HBP"
"765","2023-07-15","Gleyber Torres",113,"---","0.17","Out"
"766","2023-07-15","Anthony Rizzo",130,"1-3","1.41","HR"
"767","2023-07-15","Ian Happ",117,"---","0.02","SO"
"768","2023-07-15","Vladimir Guerrero Jr.",133,"---","0.4","BB"
"769","2023-07-15","Dominic Smith",62,"-2-","0.53","Out"
"770","2023-07-15","Trent Grisham",81,"--3","1.6","SO"
"771","2023-07-15","Salvador Pérez",110,"---","0.95","SO"
"772","2023-07-16","Tyler Stephenson",133,"1--","0.84","1B"
"773","2023-07-16","James McCann",55,"12-","0.86","HBP"
"774","2023-07-16","Nick Senzel",66,"12-","1.62","Out"
"775","2023-07-16","Brandon Crawford",86,"1--","1.06","SO"
"776","2023-07-16","Tucupita Marcano",59,"---","0.46","Out"
"777","2023-07-16","Maikel García",103,"1--","0.79","2B"
"778","2023-07-16","Ty France",125,"---","0.41","HR"
"779","2023-07-16","Emmanuel Rivera",97,"12-","3.8","SO"
"780","2023-07-16","Travis Jankowski",33,"---","1.91","Out"
"781","2023-07-17","Mickey Moniak",42,"1-3","2.39","IBB"
"782","2023-07-16","George Springer",132,"---","1.17","1B"
"783","2023-07-17","Bo Naylor",-100,"123","0","1B"
"784","2023-07-17","Robbie Grossman",78,"---","0.54","Out"
"785","2023-07-17","Justin Turner",120,"---","0.05","SO"
"786","2023-07-17","MJ Melendez",99,"---","1.07","Out"
"787","2023-07-18","Chas McCormick",111,"-2-","1.05","SO"
"788","2023-07-18","Gunnar Henderson",126,"---","0.75","Out"
"789","2023-07-18","Yainer Diaz",36,"---","2.18","SO"
"790","2023-07-18","Lars Nootbaar",124,"---","1.82","SO"
"791","2023-07-18","DJ Stewart",-100,"---","0.12","SO"
"792","2023-07-18","Alec Burleson",54,"---","0.92","SO"
"793","2023-07-18","Raimel Tapia",92,"-2-","4.04","SO"
"794","2023-07-19","Franchy Cordero",92,"---","0.27","SO"
"795","2023-07-18","Leody Taveras",92,"12-","1.72","Out"
"796","2023-07-19","Gunnar Henderson",126,"1--","0.33","Out"
"797","2023-07-19","J.P. Crawford",100,"---","0.49","Out"
"798","2023-07-19","Luis Guillorme",101,"-2-","0.12","Out"
"799","2023-07-19","Tyler Freeman",76,"1-3","2.16","1B"
"800","2023-07-19","Jake Meyers",67,"1--","0.87","Out"
"801","2023-07-19","Robbie Grossman",78,"---","0.77","1B"
"802","2023-07-19","Juan Soto",147,"---","0.45","2B"
"803","2023-07-20","Edward Olivares",110,"---","0.8","2B"
"804","2023-07-20","Lourdes Gurriel Jr.",114,"1--","2.2","1B"
"805","2023-07-20","Austin Hays",105,"---","2.32","Out"
"806","2023-07-20","Jake Burger",113,"1--","0.92","Out"
"807","2023-07-21","Joey Votto",89,"1--","1.54","Out"
"808","2023-07-21","Manny Machado",157,"---","0.35","SO"
"809","2023-07-21","Ezequiel Tovar",58,"---","0.69","1B"
"810","2023-07-21","Carlos Correa",138,"---","0.07","Out"
"811","2023-07-21","Marcus Semien",106,"---","1.08","Out"
"812","2023-07-21","Michael Massey",93,"---","1.46","Out"
"813","2023-07-21","Danny Jansen",142,"---","0.96","1B"
"814","2023-07-22","Josh Bell",127,"---","0.92","SO"
"815","2023-07-22","Ian Happ",117,"---","0.75","1B"
"816","2023-07-22","Christian Walker",125,"---","1.02","Out"
"817","2023-07-22","Michael Harris II",133,"---","0.49","Out"
"818","2023-07-22","Garrett Cooper",112,"---","0.63","SO"
"819","2023-07-22","Dylan Moore",122,"---","0.17","SO"
"820","2023-07-22","Sean Murphy",122,"1--","0.65","SO"
"821","2023-07-22","LaMonte Wade Jr.",89,"---","0.04","Out"
"822","2023-07-23","Trey Mancini",103,"12-","0.61","2B"
"823","2023-07-22","Jeimer Candelario",81,"1--","0.01","SO"
"824","2023-07-23","Víctor Caratini",82,"---","0.99","Out"
"825","2023-07-23","DJ LeMahieu",110,"---","0.22","HR"
"826","2023-07-23","Bryson Stott",85,"-23","2.58","SO"
"827","2023-07-23","Tom Murphy",164,"1--","2.11","1B"
"828","2023-07-24","MJ Melendez",99,"---","0.1","Out"
"829","2023-07-23","Dominic Smith",62,"--3","1","2B"
"830","2023-07-24","Dylan Moore",122,"---","0.43","2B"
"831","2023-07-24","Liover Peguero",144,"1--","0.86","Out"
"832","2023-07-24","Adam Frazier",80,"---","0.49","SO"
"833","2023-07-24","Alan Trejo",96,"---","0.42","SO"
"834","2023-07-25","Owen Miller",89,"---","0.92","1B"
"835","2023-07-25","Chas McCormick",111,"---","0.39","1B"
"836","2023-07-25","Will Smith",124,"---","1.05","BB"
"837","2023-07-25","JJ Bleday",66,"-2-","3.01","Out"
"838","2023-07-25","Jake Cronenworth",109,"-2-","0.28","HR"
"839","2023-07-25","Alan Trejo",96,"---","0.22","Out"
"840","2023-07-25","Lane Thomas",102,"---","0.87","Out"
"841","2023-07-26","Kolten Wong",116,"---","0.92","SO"
"842","2023-07-26","Nathaniel Lowe",139,"12-","0.38","1B"
"843","2023-07-26","Trevor Larnach",102,"---","2.49","Out"
"844","2023-07-27","Ian Happ",117,"---","0.62","Out"
"845","2023-07-27","Yasmani Grandal",64,"1--","1.48","1B"
"846","2023-07-27","Alex Call",115,"---","0.87","Out"
"847","2023-07-26","Mike Yastrzemski",97,"---","0.63","SO"
"848","2023-07-28","Giancarlo Stanton",112,"1--","1.26","Out"
"849","2023-07-28","Harrison Bader",85,"1--","2.05","BB"
"850","2023-07-27","Spencer Torkelson",74,"---","0.2","Out"
"851","2023-07-28","Ildemaro Vargas",97,"---","0.92","HR"
"852","2023-07-28","Bryan De La Cruz",102,"---","0.46","1B"
"853","2023-07-28","José Altuve",161,"---","0.52","1B"
"854","2023-07-29","Carlos Santana",100,"1-3","0.02","HR"
"855","2023-07-28","Justin Turner",120,"---","0.67","Out"
"856","2023-07-28","Jake Cronenworth",109,"-2-","1","Out"
"857","2023-07-28","Yu Chang",75,"-2-","1.08","SO"
"945","2023-07-29","Manny Machado",157,"-2-",".29","Out"
"946","2023-07-29","Paul DeJong",52,"---",".39","SO"
"947","2023-07-29","Luis Rengifo",102,"12-","1.73","BB"
"948","2023-07-29","Justin Turner",120,"---",".46","SO"
"949","2023-07-29","Shohei Ohtani",144,"---",".17","1B"
"950","2023-07-29","Alec Burleson",54,"---",".46","Out"
